Download_date,State,City,Station,From Date,To Date,PM2.5
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 08:00,19-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 09:00,19-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 10:00,19-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 11:00,19-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 12:00,19-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 13:00,19-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 14:00,19-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 15:00,19-05-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 16:00,19-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 17:00,19-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 18:00,19-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 19:00,19-05-2018 20:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 20:00,19-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 21:00,19-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 22:00,19-05-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",19-05-2018 23:00,20-05-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 00:00,20-05-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 01:00,20-05-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 02:00,20-05-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 03:00,20-05-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 04:00,20-05-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 05:00,20-05-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 06:00,20-05-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 07:00,20-05-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 08:00,20-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 09:00,20-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 10:00,20-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 11:00,20-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 12:00,20-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 13:00,20-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 14:00,20-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 15:00,20-05-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 16:00,20-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 17:00,20-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 18:00,20-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 19:00,20-05-2018 20:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 20:00,20-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 21:00,20-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 22:00,20-05-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",20-05-2018 23:00,21-05-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 00:00,21-05-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 01:00,21-05-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 02:00,21-05-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 03:00,21-05-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 04:00,21-05-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 05:00,21-05-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 06:00,21-05-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 07:00,21-05-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 08:00,21-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 09:00,21-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 10:00,21-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 11:00,21-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 12:00,21-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 13:00,21-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 14:00,21-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 15:00,21-05-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 16:00,21-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 17:00,21-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 18:00,21-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 19:00,21-05-2018 20:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 20:00,21-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 21:00,21-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 22:00,21-05-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",21-05-2018 23:00,22-05-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 00:00,22-05-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 01:00,22-05-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 02:00,22-05-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 03:00,22-05-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 04:00,22-05-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 05:00,22-05-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 06:00,22-05-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 07:00,22-05-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 08:00,22-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 09:00,22-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 10:00,22-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 11:00,22-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 12:00,22-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 13:00,22-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 14:00,22-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 15:00,22-05-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 16:00,22-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 17:00,22-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 18:00,22-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 19:00,22-05-2018 20:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 20:00,22-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 21:00,22-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 22:00,22-05-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",22-05-2018 23:00,23-05-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 00:00,23-05-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 01:00,23-05-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 02:00,23-05-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 03:00,23-05-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 04:00,23-05-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 05:00,23-05-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 06:00,23-05-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 07:00,23-05-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 08:00,23-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 09:00,23-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 10:00,23-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 11:00,23-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 12:00,23-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 13:00,23-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 14:00,23-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 15:00,23-05-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 16:00,23-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 17:00,23-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 18:00,23-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 19:00,23-05-2018 20:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 20:00,23-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 21:00,23-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 22:00,23-05-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",23-05-2018 23:00,24-05-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 00:00,24-05-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 01:00,24-05-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 02:00,24-05-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 03:00,24-05-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 04:00,24-05-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 05:00,24-05-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 06:00,24-05-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 07:00,24-05-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 08:00,24-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 09:00,24-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 10:00,24-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 11:00,24-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 12:00,24-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 13:00,24-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 14:00,24-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 15:00,24-05-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 16:00,24-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 17:00,24-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 18:00,24-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 19:00,24-05-2018 20:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 20:00,24-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 21:00,24-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 22:00,24-05-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",24-05-2018 23:00,25-05-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 00:00,25-05-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 01:00,25-05-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 02:00,25-05-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 03:00,25-05-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 04:00,25-05-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 05:00,25-05-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 06:00,25-05-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 07:00,25-05-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 08:00,25-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 09:00,25-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 10:00,25-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 11:00,25-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 12:00,25-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 13:00,25-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 14:00,25-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 15:00,25-05-2018 16:00,8.35
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 16:00,25-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 17:00,25-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 18:00,25-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 19:00,25-05-2018 20:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 20:00,25-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 21:00,25-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 22:00,25-05-2018 23:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",25-05-2018 23:00,26-05-2018 00:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 00:00,26-05-2018 01:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 01:00,26-05-2018 02:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 02:00,26-05-2018 03:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 03:00,26-05-2018 04:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 04:00,26-05-2018 05:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 05:00,26-05-2018 06:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 06:00,26-05-2018 07:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 07:00,26-05-2018 08:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 08:00,26-05-2018 09:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 09:00,26-05-2018 10:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 10:00,26-05-2018 11:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 11:00,26-05-2018 12:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 12:00,26-05-2018 13:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 13:00,26-05-2018 14:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 14:00,26-05-2018 15:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 15:00,26-05-2018 16:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 16:00,26-05-2018 17:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 17:00,26-05-2018 18:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 18:00,26-05-2018 19:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 19:00,26-05-2018 20:00,31.81
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 20:00,26-05-2018 21:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 21:00,26-05-2018 22:00,None
"Tuesday, Jan 07 2020",Tamil Nadu,Chennai,"Alandur Bus Depot, Chennai - CPCB",26-05-2018 22:00,26-05-2018 23:00,None
